SYMBOL,NAME OF COMPANY, SERIES, DATE OF LISTING, PAID UP VALUE, MARKET LOT, ISIN NUMBER, FACE VALUE
NAVINFLUOR,Navin Fluorine International Limited,EQ,01-JUN-2007,2,1,INE048G01026,2
NAVKARCORP,Navkar Corporation Limited,EQ,09-SEP-2015,10,1,INE278M01019,10
NAVNETEDUL,Navneet Education Limited,EQ,08-FEB-1995,2,1,INE060A01024,2
NAZARA,Nazara Technologies Limited,EQ,30-MAR-2021,4,1,INE418L01021,4
NBCC,NBCC (India) Limited,EQ,12-APR-2012,1,1,INE095N01031,1
NBIFIN,N. B. I. Industrial Finance Company Limited,EQ,23-NOV-2016,5,1,INE365I01020,5
NCC,NCC Limited,EQ,14-OCT-2003,2,1,INE868B01028,2
NCLIND,NCL Industries Limited,EQ,03-APR-2007,10,1,INE732C01016,10
NDGL,Naga Dhunseri Group Limited,EQ,29-AUG-2016,10,1,INE756C01015,10
NDL,Nandan Denim Limited,EQ,23-MAR-2012,10,1,INE875G01030,10
NDLVENTURE,NDL Ventures Limited,EQ,24-APR-2007,10,1,INE353A01023,10
NDRAUTO,Ndr Auto Components Limited,EQ,30-JUL-2020,10,1,INE07OG01012,10
NDTV,New Delhi Television Limited,EQ,19-MAY-2004,4,1,INE155G01029,4
NECCLTD,North Eastern Carrying Corporation Limited,EQ,02-MAR-2016,10,1,INE553C01016,10
NECLIFE,Nectar Lifesciences Limited,EQ,18-JUL-2005,1,1,INE023H01027,1
NELCAST,Nelcast Limited,EQ,27-JUN-2007,2,1,INE189I01024,2
NELCO,NELCO Limited,EQ,28-MAY-2003,10,1,INE045B01015,10
NEOGEN,Neogen Chemicals Limited,EQ,08-MAY-2019,10,1,INE136S01016,10
NESCO,Nesco Limited,EQ,08-APR-2008,2,1,INE317F01035,2
NESTLEIND,Nestle India Limited,EQ,01-AUG-2023,1,1,INE239A01024,1
NETWEB,Netweb Technologies India Limited,EQ,27-JUL-2023,2,1,INE0NT901020,2
NETWORK18,Network18 Media & Investments Limited,BE,02-FEB-2007,5,1,INE870H01013,5
NEULANDLAB,Neuland Laboratories Limited,EQ,13-OCT-2008,10,1,INE794A01010,10
NEWGEN,Newgen Software Technologies Limited,EQ,29-JAN-2018,10,1,INE619B01017,10
NEXTMEDIA,Next Mediaworks Limited,EQ,04-APR-2001,10,1,INE747B01016,10
NFL,National Fertilizers Limited,EQ,28-DEC-2006,10,1,INE870D01012,10
NGIL,Nakoda Group of Industries Limited,EQ,20-AUG-2021,10,1,INE236Y01012,10
NGLFINE,NGL Fine-Chem Limited,EQ,08-JUL-2022,5,1,INE887E01022,5
NH,Narayana Hrudayalaya Ltd.,EQ,06-JAN-2016,10,1,INE410P01011,10
NHPC,NHPC Limited,EQ,01-SEP-2009,10,1,INE848E01016,10
NIACL,The New India Assurance Company Limited,EQ,13-NOV-2017,5,1,INE470Y01017,5
NIBL,NRB Industrial Bearings Limited,EQ,09-APR-2013,2,1,INE047O01014,2
NIITLTD,NIIT Limited,EQ,16-AUG-2004,2,1,INE161A01038,2
NIITMTS,NIIT Learning Systems Limited,EQ,08-AUG-2023,2,1,INE342G01023,2
NILAINFRA,Nila Infrastructures Limited,BE,21-MAY-2015,1,1,INE937C01029,1
NILASPACES,Nila Spaces Limited,EQ,28-DEC-2018,1,1,INE00S901012,1
NILKAMAL,Nilkamal Limited,EQ,01-NOV-1995,10,1,INE310A01015,10
NINSYS,NINtec Systems Limited,EQ,21-FEB-2023,10,1,INE395U01014,10
NIPPOBATRY,Indo-National Limited,EQ,06-OCT-1999,5,1,INE567A01028,5
NIRAJ,Niraj Cement Structurals Limited,BE,01-OCT-2020,10,1,INE368I01016,10
NIRAJISPAT,Niraj Ispat Industries Limited,BE,27-OCT-2016,10,1,INE326T01011,10
NITCO,Nitco Limited,BE,21-MAR-2006,10,1,INE858F01012,10
NITINSPIN,Nitin Spinners Limited,EQ,02-FEB-2006,10,1,INE229H01012,10
NITIRAJ,Nitiraj Engineers Limited,EQ,22-APR-2021,10,1,INE439T01012,10
NKIND,NK Industries Limited,BE,07-JUL-1995,10,1,INE542C01019,10
NLCINDIA,NLC India Limited,EQ,23-AUG-2000,10,1,INE589A01014,10
NMDC,NMDC Limited,EQ,03-MAR-2008,1,1,INE584A01023,1
NOCIL,NOCIL Limited,EQ,17-JAN-1996,10,1,INE163A01018,10
NOIDATOLL,Noida Toll Bridge Company Limited,BE,06-DEC-2002,10,1,INE781B01015,10
NORBTEAEXP,Norben Tea & Exports Limited,EQ,26-JUN-1996,10,1,INE369C01017,10
NOVAAGRI,Nova Agritech Limited,EQ,31-JAN-2024,2,1,INE02H701025,2
NRAIL,N R Agarwal Industries Limited,EQ,05-APR-2017,10,1,INE740D01017,10
NRBBEARING,NRB Bearing Limited,EQ,08-MAR-2000,2,1,INE349A01021,2
NRL,Nupur Recyclers Limited,EQ,12-JAN-2023,10,1,INE0JM501013,10
NSIL,Nalwa Sons Investments Limited,EQ,17-NOV-2003,10,1,INE023A01030,10
NSLNISP,NMDC Steel Limited,EQ,20-FEB-2023,10,1,INE0NNS01018,10
NTPC,NTPC Limited,EQ,05-NOV-2004,10,1,INE733E01010,10
NUCLEUS,Nucleus Software Exports Limited,EQ,19-DEC-2002,10,1,INE096B01018,10
NURECA,Nureca Limited,EQ,25-FEB-2021,10,1,INE0DSF01015,10
NUVAMA,Nuvama Wealth Management Limited,EQ,26-SEP-2023,10,1,INE531F01015,10
NUVOCO,Nuvoco Vistas Corporation Limited,EQ,23-AUG-2021,10,1,INE118D01016,10
NYKAA,FSN E-Commerce Ventures Limited,EQ,10-NOV-2021,1,1,INE388Y01029,1
OAL,Oriental Aromatics Limited,EQ,11-JUL-2019,5,1,INE959C01023,5
OBCL,Orissa Bengal Carrier Limited,EQ,07-APR-2022,10,1,INE426Z01016,10
OBEROIRLTY,Oberoi Realty Limited,EQ,20-OCT-2010,10,1,INE093I01010,10
OCCL,Oriental Carbon & Chemicals Limited,EQ,27-JAN-2016,10,1,INE321D01016,10
