SYMBOL,NAME OF COMPANY, SERIES, DATE OF LISTING, PAID UP VALUE, MARKET LOT, ISIN NUMBER, FACE VALUE
ORIENTELEC,Orient Electric Limited,EQ,14-MAY-2018,1,1,INE142Z01019,1
ORIENTHOT,Oriental Hotels Limited,EQ,27-AUG-1998,1,1,INE750A01020,1
ORIENTLTD,Orient Press Limited,EQ,03-MAR-2010,10,1,INE609C01024,10
ORIENTPPR,Orient Paper & Industries Limited,EQ,29-MAR-1995,1,1,INE592A01026,1
ORISSAMINE,The Orissa Minerals Development Company Limited,EQ,29-SEP-2010,1,1,INE725E01024,1
ORTINLAB,Ortin Laboratories Limited,EQ,30-MAR-2021,10,1,INE749B01020,10
OSIAHYPER,Osia Hyper Retail Limited,BE,01-DEC-2022,1,1,INE06IR01021,1
OSWALAGRO,Oswal Agro Mills Limited,EQ,29-MAR-1995,10,1,INE142A01012,10
OSWALGREEN,Oswal Greentech Limited,EQ,28-AUG-1996,10,1,INE143A01010,10
OSWALSEEDS,ShreeOswal Seeds And Chemicals Limited,BE,28-FEB-2023,2,1,INE00IK01029,2
PAGEIND,Page Industries Limited,EQ,16-MAR-2007,10,1,INE761H01022,10
PAISALO,Paisalo Digital Limited,EQ,17-OCT-2011,1,1,INE420C01059,1
PAKKA,PAKKA LIMITED,EQ,11-JUL-2023,10,1,INE551D01018,10
PALASHSECU,Palash Securities Limited,EQ,28-JUL-2017,10,1,INE471W01019,10
PALREDTEC,Palred Technologies Limited,BE,09-MAY-2016,10,1,INE218G01033,10
PANACEABIO,Panacea Biotec Limited,EQ,17-APR-1996,1,1,INE922B01023,1
PANACHE,Panache Digilife Limited,EQ,06-JAN-2020,10,1,INE895W01019,10
PANAMAPET,Panama Petrochem Limited,EQ,30-SEP-2011,2,1,INE305C01029,2
PANSARI,Pansari Developers Limited,EQ,18-OCT-2021,10,1,INE697V01011,10
PAR,Par Drugs And Chemicals Limited,EQ,16-SEP-2021,10,1,INE04LG01015,10
PARACABLES,Paramount Communications Limited,EQ,03-JAN-2007,2,1,INE074B01023,2
PARADEEP,Paradeep Phosphates Limited,EQ,27-MAY-2022,10,1,INE088F01024,10
PARAGMILK,Parag Milk Foods Limited,EQ,19-MAY-2016,10,1,INE883N01014,10
PARAS,Paras Defence and Space Technologies Limited,EQ,01-OCT-2021,10,1,INE045601015,10
PARASPETRO,Paras Petrofils Limited,BE,14-FEB-1996,1,1,INE162C01024,1
PARKHOTELS,Apeejay Surrendra Park Hotels Limited,EQ,12-FEB-2024,1,1,INE988S01028,1
PARSVNATH,Parsvnath Developers Limited,EQ,30-NOV-2006,5,1,INE561H01026,5
PASUPTAC,Pasupati Acrylon Limited,EQ,12-OCT-2021,10,1,INE818B01023,10
PATANJALI,Patanjali Foods Limited,EQ,24-JAN-2020,2,1,INE619A01035,2
PATELENG,Patel Engineering Limited,EQ,24-FEB-2005,1,1,INE244B01030,1
PATINTLOG,Patel Integrated Logistics Limited,EQ,11-JAN-2008,10,1,INE529D01014,10
PAVNAIND,Pavna Industries Limited,BE,01-JUN-2023,10,1,INE07S101020,10
PAYTM,One 97 Communications Limited,EQ,18-NOV-2021,1,1,INE982J01020,1
PCBL,PCBL LIMITED,EQ,29-MAR-1995,1,1,INE602A01031,1
PCJEWELLER,PC Jeweller Limited,EQ,27-DEC-2012,10,1,INE785M01013,10
PDMJEPAPER,Pudumjee Paper Products Limited,EQ,30-MAR-2016,1,1,INE865T01018,1
PDSL,PDS Limited,EQ,21-OCT-2014,2,1,INE111Q01021,2
PEARLPOLY,Pearl Polymers Limited,EQ,11-OCT-1995,10,1,INE844A01013,10
PEL,Piramal Enterprises Limited,EQ,08-FEB-1995,2,1,INE140A01024,2
PENIND,Pennar Industries Limited,EQ,25-NOV-2010,5,1,INE932A01024,5
PENINLAND,Peninsula Land Limited,EQ,08-FEB-1995,2,1,INE138A01028,2
PERSISTENT,Persistent Systems Limited,EQ,06-APR-2010,5,1,INE262H01021,5
PETRONET,Petronet LNG Limited,EQ,26-MAR-2004,10,1,INE347G01014,10
PFC,Power Finance Corporation Limited,EQ,23-FEB-2007,10,1,INE134E01011,10
PFIZER,Pfizer Limited,EQ,28-APR-1999,10,1,INE182A01018,10
PFOCUS,Prime Focus Limited,EQ,20-JUN-2006,1,1,INE367G01038,1
PFS,PTC India Financial Services Limited,BE,30-MAR-2011,10,1,INE560K01014,10
PGEL,PG Electroplast Limited,EQ,26-SEP-2011,10,1,INE457L01011,10
PGHH,Procter & Gamble Hygiene and Health Care Limited,EQ,07-JUL-2004,10,1,INE179A01014,10
PGHL,Procter & Gamble Health Limited,EQ,24-APR-1996,10,1,INE199A01012,10
PGIL,Pearl Global Industries Limited,EQ,15-FEB-2007,5,1,INE940H01022,5
PHOENIXLTD,The Phoenix Mills Limited,EQ,23-APR-2007,2,1,INE211B01039,2
PIDILITIND,Pidilite Industries Limited,EQ,29-MAR-1995,1,1,INE318A01026,1
PIGL,Power & Instrumentation (Gujarat) Limited,BE,17-MAY-2023,10,1,INE557Z01018,10
PIIND,PI Industries Limited,EQ,15-JUN-2011,1,1,INE603J01030,1
PILANIINVS,Pilani Investment and Industries Corporation Limited,EQ,08-DEC-2015,10,1,INE417C01014,10
PILITA,PIL ITALICA LIFESTYLE LIMITED,BE,07-OCT-2013,1,1,INE600A01035,1
PIONEEREMB,Pioneer Embroideries Limited,BE,16-MAY-2006,10,1,INE156C01018,10
PITTIENG,Pitti Engineering Limited,EQ,02-FEB-2007,5,1,INE450D01021,5
PIXTRANS,Pix Transmissions Limited,EQ,28-APR-2022,10,1,INE751B01018,10
PKTEA,The Peria Karamalai Tea & Produce Company Limited,EQ,19-AUG-2015,10,1,INE431F01018,10
PLASTIBLEN,Plastiblends India Limited,EQ,28-DEC-2006,5,1,INE083C01022,5
PLATIND,Platinum Industries Limited,EQ,05-MAR-2024,10,1,INE0PT501018,10
PLAZACABLE,Plaza Wires Limited,EQ,12-OCT-2023,10,1,INE0INJ01017,10
PNB,Punjab National Bank,EQ,24-APR-2002,2,1,INE160A01022,2
PNBGILTS,PNB Gilts Limited,EQ,18-SEP-2000,10,1,INE859A01011,10
PNBHOUSING,PNB Housing Finance Limited,EQ,07-NOV-2016,10,1,INE572E01012,10
PNC,Pritish Nandy Communications Limited,EQ,11-DEC-2000,10,1,INE392B01011,10
PNCINFRA,PNC Infratech Limited,EQ,26-MAY-2015,2,1,INE195J01029,2
POCL,Pondy Oxides & Chemicals Limited,EQ,06-MAR-2023,10,1,INE063E01046,10
PODDARHOUS,Poddar Housing and Development Limited,BZ,10-APR-2017,10,1,INE888B01018,10
PODDARMENT,Poddar Pigments Limited,EQ,22-NOV-2016,10,1,INE371C01013,10
POKARNA,Pokarna Limited,EQ,07-JUL-2016,2,1,INE637C01025,2
POLICYBZR,PB Fintech Limited,EQ,15-NOV-2021,2,1,INE417T01026,2
POLYCAB,Polycab India Limited,EQ,16-APR-2019,10,1,INE455K01017,10
POLYMED,Poly Medicure Limited,EQ,07-DEC-2011,5,1,INE205C01021,5
POLYPLEX,Polyplex Corporation Limited,EQ,11-APR-2003,10,1,INE633B01018,10
PONNIERODE,Ponni Sugars (Erode) Limited,EQ,16-APR-2002,10,1,INE838E01017,10
POONAWALLA,Poonawalla Fincorp Limited,EQ,27-APR-2004,2,1,INE511C01022,2
POWERGRID,Power Grid Corporation of India Limited,EQ,05-OCT-2007,10,1,INE752E01010,10
POWERINDIA,Hitachi Energy India Limited,EQ,30-MAR-2020,2,1,INE07Y701011,2
POWERMECH,Power Mech Projects Limited,EQ,26-AUG-2015,10,1,INE211R01019,10
