Security Code,Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument,Sector Name,Industry New Name,Igroup Name,ISubgroup Name
533262,Ramky Infrastructure Limited,RAMKY,RAMKY INFRASTRUCTURE LTD.,Active,B ,10.00,INE874I01013,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction
533263,Orient Green Power Company Limited,GREENPOWER,ORIENT GREEN POWER COMPANY LTD.,Active,T ,10.00,INE999K01014,Power Generation,Equity,Utilities,Power,Power,Power Generation
533264,Electrosteel Steels Ltd,ESL,ELECTROSTEEL STEELS LTD.,Delisted,T ,10.00,INE481K01021, ,Equity,-,-,-,-
533265,Gallantt Ispat Limited,GALLISPAT,GALLANTT ISPAT LTD.,Delisted,B ,1.00,INE528K01029,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
533266,Tecpro Systems Ltd,TECPRO,TECPRO SYSTEMS LTD.,Delisted,Z ,10.00,INE904H01010, ,Equity,-,-,-,-
533267,CANTABIL RETAIL INDIA LIMITED,CANTABIL,CANTABIL RETAIL INDIA LTD.,Active,B ,2.00,INE068L01024,Garments & Apparels,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels
533268,SEA TV Network Limited,SEATV,SEA TV NETWORK LTD.,Active,XT,10.00,INE351L01016,TV Broadcasting & Software Production,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,TV Broadcasting & Software Production
533269,VA Tech Wabag Limited,WABAG,VA TECH WABAG LTD.,Active,A ,2.00,INE956G01038,Water Supply & Management,Equity,Utilities,Utilities,Other Utilities,Water Supply & Management
533270,Bedmutha Industries Limited,BEDMUTHA,BEDMUTHA INDUSTRIES LTD.,Active,T ,10.00,INE844K01012,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
533271,Ashoka Buildcon Limited,ASHOKA,ASHOKA BUILDCON LTD.,Active,A ,5.00,INE442H01029,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction
533272,JUPITER WAGONS LIMITED,JWL,Jupiter Wagons Ltd,Active,A ,10.00,INE209L01016,Railway Wagons,Equity,Industrials,Capital Goods,Industrial Manufacturing,Railway Wagons
533273,OBEROI REALTY LIMITED,OBEROIRLTY,OBEROI REALTY LTD.,Active,A ,10.00,INE093I01010,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
533274,Prestige Estates Projects Limited,PRESTIGE,PRESTIGE ESTATES PROJECTS LTD.,Active,A ,10.00,INE811K01011,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
533275,SHAH METACORP LIMITED,SHAH,Shah Metacorp Ltd,Active,B ,1.00,INE482J01021,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
533276,BS Limited,BSLIMITED,BS LTD.,Delisted,Z ,1.00,INE043K01029, ,Equity,-,-,-,-
533277,CRISIL Ltd.,CRISILBBPH,CRISILBBPH,Delisted,P ,1.00,-, ,Equity,-,-,-,-
533278,Coal India Limited,COALINDIA,COAL INDIA LTD.,Active,A ,10.00,INE522F01014,Coal,Equity,Energy,"Oil, Gas & Consumable Fuels",Consumable Fuels,Coal
533281,Techno Electric And Engineering Co Ltd,TECHNO,TECHNO ELECTRIC AND ENGINEERING CO. LTD.,Delisted,B ,2.00,INE286K01024, ,Equity,-,-,-,-
533282,GRAVITA INDIA LIMITED,GRAVITA,GRAVITA INDIA LTD.,Active,A ,2.00,INE024L01027,Industrial Minerals,Equity,Commodities,Metals & Mining,Minerals & Mining,Industrial Minerals
533283,Sasken Technologies Limited,SASKENBBPH,SASKENBBPH,Delisted,P ,10.00,-, ,Equity,-,-,-,-
533284,RPP INFRA PROJECTS LIMITED,RPPINFRA,RPP INFRA PROJECTS LTD.,Active,T ,10.00,INE324L01013,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction
533285,RDB Realty & Infrastructure Limited,RDBRIL,RDB REALTY & INFRASTRUCTURE LTD.,Active,XT,10.00,INE245L01010,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
533286,MOIL Limited,MOIL,MOIL LTD.,Active,A ,10.00,INE490G01020,Industrial Minerals,Equity,Commodities,Metals & Mining,Minerals & Mining,Industrial Minerals
533287,ZEE LEARN LIMITED,ZEELEARN,ZEE LEARN LTD.,Active,T ,1.00,INE565L01011,Education,Equity,Consumer Discretionary,Consumer Services,Other Consumer Services,Education
533288,Claris Lifesciences Limited,CLARIS,CLARIS LIFESCIENCES LTD.,Delisted,B ,10.00,INE562G01018, ,Equity,-,-,-,-
533289,Kesar Terminals & Infrastructure Limited,KTIL,KESAR TERMINALS & INFRASTRUCTURE LTD.,Active,X ,5.00,INE096L01025,Logistics Solution Provider,Equity,Services,Services,Transport Services,Logistics Solution Provider
533292,A2Z Infra Engineering Limited,A2ZINFRA,A2Z Infra Engineering Limited,Active,T ,10.00,INE619I01012,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction
533293,Kirloskar Oil Engines Limited,KIRLOSENG,KIRLOSKAR OIL ENGINES LTD.,Active,A ,2.00,INE146L01010,Compressors- Pumps & Diesel Engines,Equity,Industrials,Capital Goods,Industrial Products,"Compressors, Pumps & Diesel Engines"
533294,Ravi Kumar Distilleries Limited,RKDL,RAVI KUMAR DISTILLERIES LTD.,Active,B ,10.00,INE722J01012,Breweries & Distilleries,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Beverages,Breweries & Distilleries
533295,PUNJAB & SIND BANK,PSB,PUNJAB & SIND BANK,Active,B ,10.00,INE608A01012,Public Sector Bank,Equity,Financial Services,Financial Services,Banks,Public Sector Bank
