SYMBOL,NAME OF COMPANY, SERIES, DATE OF LISTING, PAID UP VALUE, MARKET LOT, ISIN NUMBER, FACE VALUE
DNAMEDIA,Diligent Media Corporation Limited,BE,11-DEC-2017,1,1,INE016M01021,1
DODLA,Dodla Dairy Limited,EQ,28-JUN-2021,10,1,INE021O01019,10
DOLATALGO,Dolat Algotech Limited,EQ,12-JAN-2024,1,1,INE966A01022,1
DOLLAR,Dollar Industries Limited,EQ,21-APR-2017,2,1,INE325C01035,2
DOLPHIN,Dolphin Offshore Enterprises (India) Limited,BE,21-AUG-2023,1,1,INE920A01037,1
DOMS,DOMS Industries Limited,EQ,20-DEC-2023,10,1,INE321T01012,10
DONEAR,Donear Industries Limited,EQ,20-DEC-2006,2,1,INE668D01028,2
DPABHUSHAN,D. P. Abhushan Limited,EQ,03-NOV-2020,10,1,INE266Y01019,10
DPSCLTD,DPSC Limited,EQ,21-APR-2008,1,1,INE360C01024,1
DPWIRES,D P Wires Limited,EQ,17-JAN-2020,10,1,INE864X01013,10
DRCSYSTEMS,DRC Systems India Limited,EQ,10-MAR-2021,1,1,INE03RS01027,1
DREAMFOLKS,Dreamfolks Services Limited,EQ,06-SEP-2022,2,1,INE0JS101016,2
DREDGECORP,Dredging Corporation of India Limited,BE,15-JAN-2004,10,1,INE506A01018,10
DRREDDY,Dr. Reddy's Laboratories Limited,EQ,30-MAY-2003,5,1,INE089A01023,5
DSSL,Dynacons Systems & Solutions Limited,EQ,01-DEC-2011,10,1,INE417B01040,10
DTIL,Dhunseri Tea & Industries Limited,EQ,20-JAN-2015,10,1,INE341R01014,10
DUCON,Ducon Infratechnologies Limited,BE,09-OCT-2012,1,1,INE741L01018,1
DVL,Dhunseri Ventures Limited,EQ,11-JAN-2008,10,1,INE477B01010,10
DWARKESH,Dwarikesh Sugar Industries Limited,EQ,31-DEC-2004,1,1,INE366A01041,1
DYCL,Dynamic Cables Limited,EQ,27-JUL-2022,10,1,INE600Y01019,10
DYNAMATECH,Dynamatic Technologies Limited,EQ,14-SEP-2006,10,1,INE221B01012,10
DYNPRO,Dynemic Products Limited,EQ,19-JUL-2017,10,1,INE256H01015,10
E2E,E2E Networks Limited,BE,12-APR-2022,10,1,INE255Z01019,10
EASEMYTRIP,Easy Trip Planners Limited,EQ,19-MAR-2021,1,1,INE07O001026,1
ECLERX,eClerx Services Limited,EQ,31-DEC-2007,10,1,INE738I01010,10
EDELWEISS,Edelweiss Financial Services Limited,EQ,12-DEC-2007,1,1,INE532F01054,1
EDUCOMP,Educomp Solutions Limited,BZ,13-JAN-2006,2,1,INE216H01027,2
EICHERMOT,Eicher Motors Limited,EQ,07-SEP-2004,1,1,INE066A01021,1
EIDPARRY,EID Parry India Limited,EQ,10-MAY-1995,1,1,INE126A01031,1
EIFFL,Euro India Fresh Foods Limited,EQ,12-OCT-2021,10,1,INE546V01010,10
EIHAHOTELS,EIH Associated Hotels Limited,EQ,08-APR-2008,10,1,INE276C01014,10
EIHOTEL,EIH Limited,EQ,08-FEB-1995,2,1,INE230A01023,2
EIMCOELECO,Eimco Elecon (India) Limited,BE,17-APR-1996,10,1,INE158B01016,10
EKC,Everest Kanto Cylinder Limited,EQ,15-DEC-2005,2,1,INE184H01027,2
ELDEHSG,Eldeco Housing And Industries Limited,EQ,12-APR-2022,2,1,INE668G01021,2
ELECON,Elecon Engineering Company Limited,EQ,29-SEP-2006,2,1,INE205B01023,2
ELECTCAST,Electrosteel Castings Limited,EQ,20-JUN-2003,1,1,INE086A01029,1
ELECTHERM,Electrotherm (India) Limited,BE,20-AUG-2007,10,1,INE822G01016,10
ELGIEQUIP,Elgi Equipments Limited,EQ,22-NOV-1995,1,1,INE285A01027,1
ELGIRUBCO,Elgi Rubber Company Limited,EQ,10-AUG-2011,1,1,INE819L01012,1
ELIN,Elin Electronics Limited,EQ,30-DEC-2022,5,1,INE050401020,5
EMAMILTD,Emami Limited,EQ,03-AUG-2006,1,1,INE548C01032,1
EMAMIPAP,Emami Paper Mills Limited,EQ,30-MAY-2019,2,1,INE830C01026,2
EMAMIREAL,Emami Realty Limited,EQ,28-JUL-2010,2,1,INE778K01012,2
EMIL,Electronics Mart India Limited,EQ,17-OCT-2022,10,1,INE02YR01019,10
EMKAY,Emkay Global Financial Services Limited,EQ,28-APR-2006,10,1,INE296H01011,10
EMMBI,Emmbi Industries Limited,EQ,24-FEB-2010,10,1,INE753K01015,10
EMSLIMITED,EMS Limited,EQ,21-SEP-2023,10,1,INE0OV601013,10
EMUDHRA,eMudhra Limited,EQ,01-JUN-2022,5,1,INE01QM01018,5
ENDURANCE,Endurance Technologies Limited,EQ,19-OCT-2016,10,1,INE913H01037,10
ENERGYDEV,Energy Development Company Limited,EQ,02-NOV-2007,10,1,INE306C01019,10
ENGINERSIN,Engineers India Limited,EQ,20-AUG-1997,5,1,INE510A01028,5
ENIL,Entertainment Network (India) Limited,EQ,15-FEB-2006,10,1,INE265F01028,10
ENTERO,Entero Healthcare Solutions Limited,EQ,16-FEB-2024,10,1,INE010601016,10
EPACK,EPACK Durable Limited,EQ,30-JAN-2024,10,1,INE0G5901015,10
EPIGRAL,Epigral Limited,EQ,18-AUG-2021,10,1,INE071N01016,10
EPL,EPL Limited,EQ,11-FEB-2002,2,1,INE255A01020,2
EQUIPPP,Equippp Social Impact Technologies Limited,BE,19-MAY-2021,1,1,INE217G01035,1
EQUITASBNK,Equitas Small Finance Bank Limited,EQ,02-NOV-2020,10,1,INE063P01018,10
ERIS,Eris Lifesciences Limited,EQ,29-JUN-2017,1,1,INE406M01024,1
EROSMEDIA,Eros International Media Limited,EQ,06-OCT-2010,10,1,INE416L01017,10
ESABINDIA,Esab India Limited,EQ,01-NOV-1995,10,1,INE284A01012,10
ESAFSFB,ESAF Small Finance Bank Limited,EQ,10-NOV-2023,10,1,INE818W01011,10
ESCORTS,Escorts Kubota Limited,EQ,01-MAR-1995,10,1,INE042A01014,10
ESSARSHPNG,Essar Shipping Limited,EQ,15-NOV-2011,10,1,INE122M01019,10
ESSENTIA,Integra Essentia Limited,BE,20-AUG-2013,1,1,INE418N01035,1
ESTER,Ester Industries Limited,EQ,20-JUN-2011,5,1,INE778B01029,5
ETHOSLTD,Ethos Limited,EQ,30-MAY-2022,10,1,INE04TZ01018,10
EUROTEXIND,Eurotex Industries and Exports Limited,BE,31-JAN-1996,10,1,INE022C01012,10
EVEREADY,Eveready Industries India Limited,EQ,27-APR-2005,5,1,INE128A01029,5
EVERESTIND,Everest Industries Limited,EQ,29-MAR-1995,10,1,INE295A01018,10
