Security Code,Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument,Sector Name,Industry New Name,Igroup Name,ISubgroup Name,market_cap
532072,Interworld Digital Ltd.,INTERDIGI,INTERWORLD DIGITAL LTD.-$,Suspended,XT,1.0,INE177D01020,Film Production- Distribution & Exhibition,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,"Film Production, Distribution & Exhibition",478377000
532073,Marvel Industries Ltd.,MARIN,MARVEL INDUSTRIES LTD.,Delisted,P ,10.0,INE440D01014, ,Equity,-,-,-,-,
532074,J.B. Chemicals & Pharmaceuticals Lt,JBCHPHM,JBCHPHM,Delisted,Z ,10.0,NA          , ,Equity,-,-,-,-,
532075,Woolways (India) Ltd.,WOOLWAY,WOOLWAYS (INDIA) LTD.,Delisted,P ,10.0,NA          , ,Equity,-,-,-,-,
532076,Boinanza Eqt. Lkd. Svg. on Tax Sch.93-Plan A,BEQSTPADM,BOINANZA EQT.LKD.SVG.ON TAX SCH.93-PLAN A,Delisted,Z ,10.0,NA          , ,Equity,-,-,-,-,
532077,Boinanza Eqt. Lkd. Svg. on Tax Sch.93-Plan B,BOIEQSTDM,BOINANZA EQT.LKD.SVG.ON TAX SCH.93-PLAN B,Delisted,Z ,10.0,NA          , ,Equity,-,-,-,-,
532078,MONIND LIMITED,MONIND,Monind Ltd,Active,XT,10.0,INE407E01029,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,3681262
532079,Munis Forge ltd.,MUNISFG,MUNIS FORGE LTD.,Delisted,P ,10.0,NA          , ,Equity,-,-,-,-,
532080,GTCL Mobile-Com Technology Ltd.,GTCLM,GTCL MOBILE-COM TECHNOLOGY LTD.,Delisted,Z ,10.0,INE037D01018, ,Equity,-,-,-,-,
532081,KSS Limited,KSERASERA,KSS Limited-$,Suspended,Z ,1.0,INE216D01026,Film Production- Distribution & Exhibition,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,"Film Production, Distribution & Exhibition",2135875070
532082,Zodiac Cements Ltd.,ZODICEM,ZODIAC CEMENTS LTD.,Delisted,Z ,10.0,NA          , ,Equity,-,-,-,-,
532083,Shri Kalyan Holdings Ltd.,SHKALYN,SHRI KALYAN HOLDINGS LTD.,Active,XT,10.0,INE079N01019,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services,9974500
532084,Fast Track Entertainment Ltd.,FASTRAENT,FAST TRACK ENTERTAINMENT LTD.,Delisted,XT,10.0,INE074D01037,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services,
532085,Market Creators Ltd.,MKTCRET,MKTCRET,Delisted,Z ,10.0,NA          , ,Equity,-,-,-,-,
532086,Ocean Infrastructure Ltd,OCENINFR,OCEAN INFRASTRUCTURE LTD.,Delisted,X ,10.0,INE789C01016, ,Equity,-,-,-,-,
532087,Estel Agrotech Ltd.,ESTLAGR,ESTEL AGROTECH LTD.,Delisted,Z ,10.0,NA          , ,Equity,-,-,-,-,
532088,Viraj Forgings Ltd,VIRAJFG,VIRAJ FORGINGS LTD.,Delisted,Z ,10.0,NA          , ,Equity,-,-,-,-,
532089,Moh Ltd,MOH,MOH LTD.,Delisted,X ,1.0,INE179B01020, ,Equity,-,-,-,-,
532090,Vandana Knitwear Limited,VANDANA,VANDANA KNITWEAR LTD.,Active,XT,1.0,INE219M01021,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,106985070
532091,Orbit Multimedia Ltd.,ORBIT,ORBIT MULTIMEDIA LTD.,Delisted,XD,1.0,INE471C01029, ,Equity,-,-,-,-,
532092,EPUJA SPIRITECH LIMITED,EPUJA,Epuja Spiritech Ltd,Active,XT,1.0,INE807D01030,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),77609920
532093,Venkat Pharma Ltd.,VENKPHR,VENKAT PHARMA LTD.,Delisted,Z ,10.0,INE346F01018, ,Equity,-,-,-,-,
532094,Gujarat Fun'n Water Park Ltd.,GFUNPRK,GUJARAT FUN'N WATER PARK LTD.,Delisted,Z ,10.0,NA          , ,Equity,-,-,-,-,
532095,Hind Lever Chemicals Ltd,HINDLVR,HINDLVR,Delisted,Z ,10.0,NA          , ,Equity,-,-,-,-,
532096,Kothari Petrochemicals Ltd.,KOTHARIP,KOTHARI PETROCHEMICALS LTD.,Delisted,B ,10.0,INE720A01015, ,Equity,-,-,-,-,
532097,Mukand Engineers Ltd.,MUKANDENGG,MUKAND ENGINEERS LTD.,Delisted,T ,10.0,INE022B01014,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction,12572400
532099,Database Finance Ltd.,DATABASE,DATABASE FINANCE LTD.,Delisted,X ,1.0,INE847A01024, ,Equity,-,-,-,-,
532100,Indo-City Infotech Ltd.,INDOCITY,INDO-CITY INFOTECH LTD.-$,Active,X ,10.0,INE456B01014,Software Products,Equity,Information Technology,Information Technology,IT - Software,Software Products,10400000
532101,Mini Soft Ltd.,MINISPP,MINISPP,Delisted,Z ,10.0,NA          , ,Equity,-,-,-,-,
532102,SBEC Sugar Ltd.,SBECSUG,SBEC SUGAR LTD.,Active,X ,10.0,INE948G01019,Sugar,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar,47653880
532103,Auromed Ltd.,AUROMED,AUROMED LTD.,Delisted,P ,10.0,NA          , ,Equity,-,-,-,-,
532104,CMS Infotech Ltd,CMSINFO,CMS INFOTECH LTD.,Delisted,X ,10.0,INE915A01011, ,Equity,-,-,-,-,
532105,Mega Fin (India) Ltd.,MEGFI,MEGA FIN (INDIA) LTD.,Active,P ,10.0,INE524D01015,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services,8175500
532106,Rei Agro Ltd.,REIAGROLTD,REI AGRO LTD.,Delisted,Z ,1.0,INE385B01031, ,Equity,-,-,-,-,
532108,Medicorp Technologies India Ltd.,MEDTEDM,MEDICORP TECHNOLOGIES INDIA LTD.,Delisted,B ,10.0,INE904A01015, ,Equity,-,-,-,-,
532109,Panchwati Holiday Resorts Ltd.,PANHLRS,PANCHWATI HOLIDAY RESORTS LTD.,Delisted,Z ,10.0,NA          , ,Equity,-,-,-,-,
532110,Mansukh Industries Ltd.,MANSUINDM,MANSUKH INDUSTRIES LTD.,Delisted,Z ,10.0,NA          , ,Equity,-,-,-,-,
532111,Archit Holding & Credits Ltd.,ARCHOLC,ARCHIT HOLDING & CREDITS LTD.,Delisted,Z ,10.0,NA          , ,Equity,-,-,-,-,
532112,V R Woodart Ltd,VRWOODA,VRWOODA,Delisted,Z ,10.0,NA          , ,Equity,-,-,-,-,
532113,Brijlaxmi Leasing & Finance ltd.,BRIJLEAS,BRIJLAXMI LEASING & FINANCE LTD.,Active,X ,10.0,INE957E01031,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),6463500
532114,Alchemist Realty Ltd,AREALTY,ALCHEMIST REALTY LTD.,Delisted,Z ,2.0,INE646D01024,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",74101000
532115,Stotz-Blacksmiths Ltd.,STOTZBL,STOTZ-BLACKSMITHS LTD.,Delisted,P ,10.0,INE485F01014, ,Equity,-,-,-,-,
532116,XO Infotech Ltd.,XOINFO,XO INFOTECH LTD.,Delisted,XT,10.0,INE490B01013,Computers - Software & Consulting,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,48428400
532117,Platinum Corporation Ltd,PLATINUM,PLATINUM CORPORATION LTD.,Delisted,XT,1.0,INE219B01024, ,Equity,-,-,-,-,
532118,Sai Infoservices Ltd,SAINFO,SAI INFOSERVICES LTD.,Delisted,B ,10.0,INE589B01012, ,Equity,-,-,-,-,
532119,Sai Infoservices Ltd,MUSKXMK,MUSKXMK,Delisted,Z ,10.0,NA          , ,Equity,-,-,-,-,
532120,Oricon Enterprises Ltd.,ORICONT,ORICONT,Delisted,Z ,10.0,NA          , ,Equity,-,-,-,-,
532121,Dena Bank,DENABANK,DENA BANK,Delisted,B ,10.0,INE077A01010, ,Equity,-,-,-,-,2259046330
532122,Siddhartha Pharmachem Ltd.,SIDPHAR,SIDDHARTHA PHARMACHEM LTD.,Delisted,Z ,10.0,NA          , ,Equity,-,-,-,-,
532123,BSEL ALGO LIMITED,BSELALGO,BSEL Algo Ltd,Active,XT,10.0,INE395A01016,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",82616840
532124,Reliable Ventures India Ltd,RELIABVEN,RELIABLE VENTURES INDIA LTD.,Active,XT,10.0,INE419H01019,Hotels & Resorts,Equity,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts,11012900
532125,Gemini Agritech Ltd.,GEMINAGDM,GEMINI AGRITECH LTD.,Delisted,Z ,10.0,NA          , ,Equity,-,-,-,-,
532126,"Ras Resorts & Apart Hotels Ltd.,",RASPHOT,RASPHOT,Delisted,Z ,10.0,NA          , ,Equity,-,-,-,-,
532127,Mobile Telecommunications Ltd,MOBILTEL,MOBILE TELECOMMUNICATIONS LTD.,Delisted,Z ,1.0,INE770B01026,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors,
532128,Mobile Telecommunications Ltd,MOBTLCM,MOBTLCM,Delisted,Z ,10.0,NA          , ,Equity,-,-,-,-,
532129,Hexaware Technologies Ltd.,HEXAWARE,HEXAWARE TECHNOLOGIES LTD.,Delisted,A ,2.0,INE093A01033, ,Equity,-,-,-,-,300131799
532131,Triumph International Finance India,TRIUMPIN,TRIUMPH INTERNATIONAL FINANCE INDIA LTD.,Suspended,X ,10.0,INE382B01012,Other Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services,7500000
532133,IFGL Refractories Ltd,IFGLREFRAC,IFGL REFRACTORIES LTD.,Delisted,B ,10.0,INE023B01012, ,Equity,-,-,-,-,
532134,Bank Of Baroda,BANKBARODA,BANK OF BARODA,Active,A ,2.0,INE028A01039,Public Sector Bank,Equity,Financial Services,Financial Services,Banks,Public Sector Bank,5171362179
532135,Bank Of Baroda,BKBAROD,BKBAROD,Delisted,Z ,10.0,NA          , ,Equity,-,-,-,-,
532136,Classic Mushrooms Ltd.,CLMUSRM,CLASSIC MUSHROOMS LTD.,Delisted,Z ,10.0,NA          , ,Equity,-,-,-,-,
532137,"Cipla Ltd.,",CPLARTS-B,CPLARTS-B,Delisted,Z ,10.0,NA          , ,Equity,-,-,-,-,
532138,SMC Credits ltd.,SMCREDT,SMC CREDITS LTD.,Active,X ,10.0,INE440E01012,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),25055500
532139,G-Tech Info-Training Ltd.,GTEIT,G-TECH INFO-TRAINING LTD.,Suspended,XT,1.0,INE634D01038,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO),Equity,Services,Services,Commercial Services & Supplies,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO),3500000
532140,Mohite Industries Limited,MOHITE,Mohite Industries Ltd,Active,X ,10.0,INE154B01015,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,20099700
532141,"Andhra Cement Ltd.,",ACL,ANDHRA CEMENTS LTD.,Active,B ,10.0,INE666E01020,Cement & Cement Products,Equity,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,92172140
532143,SKM Egg Products Exports (India) Lt,SKMEGGPROD,SKM EGG PRODUCTS EXPORT (INDIA) LTD.,Active,B ,10.0,INE411D01015,Meat Products including Poultry,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Meat Products including Poultry,26330000
532144,Welspun Corp Limited,WELCORP,Welspun Corp Limited,Active,A ,5.0,INE191B01025,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,261666895
532145,H.S.India Ltd.,HOTLSILV,H.S.INDIA LTD.,Active,X ,10.0,INE731B01010,Hotels & Resorts,Equity,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts,16238400
532146,Canpep 94 Units,CANPENF,CANPEP 94,Delisted,Z ,10.0,NA          , ,Equity,-,-,-,-,
532147,Cilson organics limited,CILSNOR,CILSON ORGANICS LTD.,Delisted,Z ,10.0,NA          , ,Equity,-,-,-,-,
532148,Kolar Biotech Ltd.,KOLARBIO,KOLAR BIOTECH LTD.,Delisted,Z ,1.0,INE365A01027, ,Equity,-,-,-,-,
532149,Bank of India,BANKINDIA,BANK OF INDIA,Active,A ,10.0,INE084A01016,Public Sector Bank,Equity,Financial Services,Financial Services,Banks,Public Sector Bank,4552667866
532150,Indraprastha Medical Corporation Lt,INDRAMEDCO,INDRAPRASTHA MEDICAL CORP.LTD.,Active,B ,10.0,INE681B01017,Hospital,Equity,Healthcare,Healthcare,Healthcare Services,Hospital,91673000
532151,Taurus The New Share,ZTAUGEN,ZTAUGEN,Delisted,Z ,10.0,NA          , ,Equity,-,-,-,-,
532152,Taurus The New Share,ZTAUNEW,ZTAUNEW,Delisted,Z ,10.0,NA          , ,Equity,-,-,-,-,
532153,Rain Calcining Ltd.,RAINCALCIN,RAIN CALCINING LTD.,Delisted,B ,10.0,INE329A01015, ,Equity,-,-,-,-,
532154,JOHNSON PHARMACARE LIMITED,JOHNPHARMA,Johnson Pharmacare Ltd,Active,XT,1.0,INE560F01022,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services,550000000
532155,Gail (India) Ltd.,GAIL,GAIL (INDIA) LTD.,Active,A ,10.0,INE129A01019,Gas Transmission/Marketing,Equity,Energy,"Oil, Gas & Consumable Fuels",Gas,Gas Transmission/Marketing,6575099643
532156,Vaibhav Global Ltd,VAIBHAVGBL,Vaibhav Global Ltd,Active,A ,2.0,INE884A01027,Gems- Jewellery And Watches,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches",165649724
532157,Dowells Elektro Werke ltd.,DOWELWE,DOWELL'S ELEKTRO WERKE LTD.,Delisted,P ,10.0,NA          , ,Equity,-,-,-,-,
532158,SBI Magnum Tax Profit Scheme 1994,SBIMTXP,SBI MAGNUM TAX PROFIT SCHEME 1994,Delisted,Z ,10.0,NA          , ,Equity,-,-,-,-,
532159,TRESCON LIMITED,TRESCON,Trescon Ltd,Active,X ,10.0,INE088D01011,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",70200000
532160,Gujarat State Financial corporation,GUJSTATFIN,Gujarat State Financial Corporation,Active,T ,10.0,INE944A01011,Financial Institution,Equity,Financial Services,Financial Services,Finance,Financial Institution,89114000
532161,Baffin Engineering Projects Ltd.,BAFEG,BAFFIN ENGINEERING PROJECTS LTD.,Suspended,XT,1.0,INE786D01036,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction,
532162,JK Paper Ltd.,JKPAPER,JK PAPER LTD.,Active,A ,10.0,INE789E01012,Paper & Paper Products,Equity,Commodities,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products,169402344
532163,Saregama India Ltd.,SAREGAMA,SAREGAMA INDIA LTD.,Active,A ,1.0,INE979A01025,Media & Entertainment,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,Media & Entertainment,192809490
532164,Minolta Finance Ltd.,MINOLTAF,MINOLTA FINANCE LTD.,Active,Z ,10.0,INE514C01018,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),10000000
532165,Ransi Softwares India Ltd,RANSISOF,RANSI SOFTWARE (INDIA) LTD.,Delisted,X ,10.0,INE247B01017, ,Equity,-,-,-,-,
532166,Alka Securities Ltd.,ALKASEC,ALKA SECURITIES LTD.,Suspended,Z ,1.0,INE921C01031,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),95940000
532167,Omkar Pharmachem Ltd.,OMKARPH,OMKAR PHARMACHEM LTD.,Active,X ,10.0,INE501C01015,Commodity Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals,10083300
532168,Madras Fertilizers Ltd.,MADRASFERT,MADRAS FERTILIZERS LTD.,Delisted,T ,10.0,INE414A01015, ,Equity,-,-,-,-,
532170,"Sujan Trading & Finance Co. Ltd.,",SUJTRFI,SUJAN TRADING & FINANCE CO.LTD.,Delisted,Z ,10.0,NA          , ,Equity,-,-,-,-,
532171,Datt Mediproducts Ltd.,DATT,DATT MEDIPRODUCTS LTD.,Delisted,B ,10.0,INE480E01018, ,Equity,-,-,-,-,
532172,Adroit Infotech Limited,ADROITINFO,Adroit Infotech Ltd,Active,T ,10.0,INE737B01033,IT Enabled Services,Equity,Information Technology,Information Technology,IT - Services,IT Enabled Services,21667372
532173,Cybertech Systems and Software Ltd.,CYBERTECH,CYBERTECH SYSTEMS AND SOFTWARE LTD.,Active,B ,10.0,INE214A01019,Computers - Software & Consulting,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,31105593
532174,ICICI Bank Ltd.,ICICIBANK,ICICI BANK LTD.,Active,A ,2.0,INE090A01021,Private Sector Bank,Equity,Financial Services,Financial Services,Banks,Private Sector Bank,5644742134
532175,Cyient Limited,CYIENT,Cyient Limited,Active,A ,5.0,INE136B01020,IT Enabled Services,Equity,Information Technology,Information Technology,IT - Services,IT Enabled Services,110889812
532176,Panasonic AVC Networks Ltd.,PAVCI,PANASONIC AVC NETWORKS LTD.,Delisted,B ,10.0,INE071B01011, ,Equity,-,-,-,-,
532177,Zigma Software Ltd,ZIGMASOF,ZIGMA SOFTWARE LTD.-$,Delisted,X ,10.0,INE746C01032, ,Equity,-,-,-,-,
532178,Engineers India Ltd.,ENGINERSIN,ENGINEERS INDIA LTD.,Active,A ,5.0,INE510A01028,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction,562042373
532179,Corporation Bank,CORPBANK,CORPORATION BANK,Delisted,B ,2.0,INE112A01023, ,Equity,-,-,-,-,5994184034
532180,Dhanlaxmi Bank Limited,DHANBANK,Dhanlaxmi Bank Limited,Active,T ,10.0,INE680A01011,Private Sector Bank,Equity,Financial Services,Financial Services,Banks,Private Sector Bank,253012084
532181,Gujarat Mineral Development Corpora,GMDCLTD,GUJARAT MINERAL DEVELOPMENT CORPORATION LTD.,Active,A ,2.0,INE131A01031,Industrial Minerals,Equity,Commodities,Metals & Mining,Minerals & Mining,Industrial Minerals,318000000
532182,Blue Information Technology Ltd.,BLINTEC,BLUE INFORMATION TECHNOLOGY LTD.,Delisted,Z ,10.0,INE084F01015, ,Equity,-,-,-,-,
532183,Gayatri Sugars Ltd.,GAYATRI,GAYATRI SUGARS LTD.,Active,XT,10.0,INE622E01023,Sugar,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar,64794030
532186,Caldyn Aircon Ltd.,CALDYNA,CALDYN AIRCON LTD.,Delisted,Z ,10.0,NA          , ,Equity,-,-,-,-,
532187,IndusInd Bank Ltd.,INDUSINDBK,INDUSIND BANK LTD.,Active,A ,10.0,INE095A01012,Private Sector Bank,Equity,Financial Services,Financial Services,Banks,Private Sector Bank,778319951
532189,India Tourism Development Corporati,ITDC,INDIA TOURISM DEVELOPMENT CORPORATION LTD.,Active,B ,10.0,INE353K01014,Hotels & Resorts,Equity,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts,85769400
532190,Aryan Pesticides Ltd.,ARYANPE,ARYAN PESTICIDES LTD.,Delisted,Z ,10.0,NA          , ,Equity,-,-,-,-,
532191,State Bank of Travancore,SBT,STATE BANK OF TRAVANCORE,Delisted,B ,10.0,INE654A01024, ,Equity,-,-,-,-,
532192,Tinna Finex Ltd.,TINNAFN,TINNA FINEX LTD.,Delisted,P ,10.0,NA          , ,Equity,-,-,-,-,
532193,BOB ELSS  95,BOBELSS,BOB ELSS 95,Delisted,Z ,10.0,NA          , ,Equity,-,-,-,-,
532195,Canpep 95 (Units),CNBKPEP,CANPEP 95,Delisted,Z ,10.0,-, ,Equity,-,-,-,-,
532196,"NCL Seccolar Ltd.,",NCLSECC,NCL SECCOLAR LTD.,Delisted,Z ,10.0,INE527D01018, ,Equity,-,-,-,-,
532197,Bhagwati Cottons Ltd.,BHAGCOT,BHAGWATI COTTONS LTD.,Delisted,P ,10.0,NA          , ,Equity,-,-,-,-,
532199,"PSI Data Systems Ltd.,",PSI,PSI DATA SYSTEMS LTD.,Delisted,XT,10.0,INE299A01010, ,Equity,-,-,-,-,
532200,State Bank Of Mysore,MYSOREBANK,STATE BANK OF MYSORE,Delisted,B ,10.0,INE651A01020, ,Equity,-,-,-,-,
532201,Ambuja Cement Eastern Ltd.,AMBCEMES,AMBUJA CEMENT EASTERN LTD.,Delisted,B ,10.0,INE073B01017, ,Equity,-,-,-,-,
532202,SBI Magnum Equity Linked Scheme 1995,SBMAGNU,SBI MAGNUM EQUITY LINKED SCHEME 1995,Delisted,Z ,10.0,NA          , ,Equity,-,-,-,-,
532207,Cyanamid Agro Limited,CYAAGDM,CYANAMID AGRO LTD.,Delisted,B ,10.0,INE142B01010, ,Equity,-,-,-,-,
532208,Mansarover Paper & Industries Ltd,MANPAIN,MANSAROVER PAPER & INDUSTRIES LTD.,Delisted,P ,10.0,NA          , ,Equity,-,-,-,-,
532209,Jammu and Kashmir Bank Ltd.,J&KBANK,JAMMU & KASHMIR BANK LTD.,Active,A ,1.0,INE168A01041,Private Sector Bank,Equity,Financial Services,Financial Services,Banks,Private Sector Bank,1101182463
532210,City Union Bank Ltd,CUB,CITY UNION BANK LTD.,Active,A ,1.0,INE491A01021,Private Sector Bank,Equity,Financial Services,Financial Services,Banks,Private Sector Bank,740671904
532211,Sun Earth Ceramics Ltd.,SUNEARTH,SUN EARTH CERAMICS LTD.,Delisted,B ,10.0,INE744A01015, ,Equity,-,-,-,-,
532212,Archies Ltd.,ARCHIES,ARCHIES LTD.,Active,T ,2.0,INE731A01020,Leisure Products,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Leisure Products,33780000
532213,Inox Leasing & Finance Ltd.,INOXL,INOX LEASING & FINANCE LTD.,Delisted,B ,10.0,INE608E01014, ,Equity,-,-,-,-,
532214,Visualsoft Technologies Ltd.,VISUALSOFT,VISUALSOFT TECHNOLOGIES LTD.,Delisted,B ,10.0,INE755A01011, ,Equity,-,-,-,-,
532215,AXIS Bank Ltd.,AXISBANK,AXIS BANK LTD.,Active,A ,2.0,INE238A01034,Private Sector Bank,Equity,Financial Services,Financial Services,Banks,Private Sector Bank,2979148110
532216,HB Stockholdings Ltd.,HBSL,HB STOCKHOLDINGS LTD.,Active,B ,10.0,INE550B01022,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),7137665
532217,Siel Financial Services Ltd.,SIELFNS,SIEL FINANCIAL SERVICES LTD.,Active,XT,10.0,INE027F01014,Other Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services,11343752
532218,South Indian Bank Ltd.,SOUTHBANK,SOUTH INDIAN BANK LTD.,Active,A ,1.0,INE683A01023,Private Sector Bank,Equity,Financial Services,Financial Services,Banks,Private Sector Bank,2615926272
532219,Energy Development Company Ltd.,ENERGYDEV,ENERGY DEVELOPMENT COMPANY LTD.,Active,B ,10.0,INE306C01019,Power Generation,Equity,Utilities,Power,Power,Power Generation,47500000
532220,Master Value Unit Plan 1998,UTIMVUPDM,MASTER VALUE UNIT PLAN 1998,Delisted,Z ,10.0,NA          , ,Equity,-,-,-,-,
532221,Sonata Software Ltd.,SONATSOFTW,SONATA SOFTWARE LTD.,Active,A ,1.0,INE269A01021,Computers - Software & Consulting,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,280424816
532230,Bengal Tea & fabrics Ltd.,BENGALT,BENGAL TEA & FABRICS LTD.,Active,X ,10.0,INE665D01016,Tea & Coffee,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Tea & Coffee,9005985
532234,"National Aluminium Co. Ltd.,",NATIONALUM,NATIONAL ALUMINIUM CO.LTD.,Active,A ,5.0,INE139A01034,Aluminium,Equity,Commodities,Metals & Mining,Non - Ferrous Metals,Aluminium,1836631787
532235,IDBI Bank Ltd,IDBIBANK,IDBI BANK LTD.,Delisted,B ,10.0,INE307A01011, ,Equity,-,-,-,-,
532237,"Radico Khaitan Ltd.,",RADKHDM,RADICO KHAITAN LTD.,Delisted,B ,10.0,INE381B01014, ,Equity,-,-,-,-,
532240,India Nippon Electricals Ltd,INDNIPPON,INDIA NIPPON ELECTRICALS LTD.,Active,B ,5.0,INE092B01025,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,22621424
532249,SQL Star International Ltd,SQL,SQL STAR INTERNATIONAL LTD.-$,Delisted,XD,10.0,INE399A01018, ,Equity,-,-,-,-,
532252,Times Bank Ltd,TIMEBDM,TIMEBDM,Delisted,B ,10.0,INE684A01013, ,Equity,-,-,-,-,
532254,Polaris Consulting & Services Limited,POLARIS,Polaris Consulting & Services Limited,Delisted,A ,5.0,INE763A01023, ,Equity,-,-,-,-,103059959
532256,Nalwa Sons Investment Ltd,NSIL,NALWA SONS INVESTMENTS LTD.,Active,B ,10.0,INE023A01030,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),5136163
532258,Transtream India.com Ltd.,TRANSRIN,TRANSTREAM INDIA.COM LTD.,Delisted,XD,10.0,INE981A01013, ,Equity,-,-,-,-,
532259,Apar Industries Ltd,APARINDS,APAR INDUSTRIES LTD.,Active,A ,10.0,INE372A01015,Other Electrical Equipment,Equity,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment,40168315
532262,"TCI Industries Ltd.,",TCIIND,TCI INDUSTRIES LTD.,Active,X ,10.0,INE920B01019,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services,896791
532264,Indage Restaurants And Leisure Ltd,INDAGERES,INDAGE RESTAURANTS AND LEISURE LTD.,Delisted,P ,3.0,INE525H01013, ,Equity,-,-,-,-,
532266,Flextronics Software Systems Ltd.,FSS,FLEXTRONICS SOFTWARE SYSTEMS LTD.,Delisted,B ,5.0,INE801A01021, ,Equity,-,-,-,-,
532268,ACCELYA SOLUTIONS INDIA LIMITED,ACCELYA,Accelya Solutions India Ltd,Active,B ,10.0,INE793A01012,Computers - Software & Consulting,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,14926261
532271,ORCHASP LIMITED,ORCHASP,Orchasp Ltd,Active,XT,2.0,INE215B01022,Computers - Software & Consulting,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,149841358
532273,Centurion Bank of Punjab Ltd.,CBOP,CENTURION BANK OF PUNJAB LTD.,Delisted,A ,1.0,INE484A01026, ,Equity,-,-,-,-,
532274,Quintegra Solutions Ltd.,QUINTEGRA,QUINTEGRA SOLUTIONS LTD.,Delisted,B ,10.0,INE033B01011, ,Equity,-,-,-,-,
532275,Landmarc Leisure Corporation Ltd.,LANDMARC,LANDMARC LEISURE CORPORATION LTD.,Suspended,XT,1.0,INE394C01023,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),800000000
532276,Syndicate Bank,SYNDIBANK,SYNDICATE BANK,Delisted,B ,10.0,INE667A01018, ,Equity,-,-,-,-,2683723596
