Security Code,Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument,Sector Name,Industry New Name,Igroup Name,ISubgroup Name
542245,Axis Mutual Fund,AXISCCDGG,Axis Capital Builder Fund - Series 4 (1582 days) -Direct Plan - Growth Option,Suspended,B ,10.00,INF846K01K68, ,Equity,-,-,-,-
542246,Axis Mutual Fund,AXISCCDPD,Axis Capital Builder Fund - Series 4 (1582 days) -Regular Plan - Dividend Payout Option,Suspended,B ,10.00,INF846K01K92, ,Equity,-,-,-,-
542247,Axis Mutual Fund,AXISCCGPG,Axis Capital Builder Fund - Series 4 (1582 days) - Regular Plan - Growth Option,Suspended,B ,10.00,INF846K01K84, ,Equity,-,-,-,-
542248,Deccan Health Care Limited,DECCAN,Deccan Health Care Ltd,Active,B ,10.00,INE452W01019,Healthcare Service Provider,Equity,Healthcare,Healthcare,Healthcare Services,Healthcare Service Provider
542276,Selan Exploration Technology Ltd.,SETLBBPH,SETLBBPH,Delisted,P ,10.00,-, ,Equity,-,-,-,-
542285,Axita Cotton Limited,AXITA,Axita Cotton Ltd,Active,B ,1.00,INE02EZ01022,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
542323,KPI Green Energy Limited,KPIGREEN,KPI Green Energy Ltd,Active,A ,10.00,INE542W01017,Power Generation,Equity,Utilities,Power,Power,Power Generation
542332,Hi-Klass Trading and Investment Limited,HIKLASS,Hi-Klass Trading and Investment Ltd,Active,XT,5.00,INE302R01024,Other Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services
542333,RPSG VENTURES LIMITED,RPSGVENT,RPSG Ventures Ltd,Active,B ,10.00,INE425Y01011,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO),Equity,Services,Services,Commercial Services & Supplies,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO)
542337,Spencer's Retail Limited,SPENCERS,Spencers Retail Ltd,Active,B ,5.00,INE020801028,Diversified Retail,Equity,Consumer Discretionary,Consumer Services,Retailing,Diversified Retail
542351,Gloster Ltd,GLOSTERLTD,Gloster Ltd,Active,X ,10.00,INE350Z01018,Jute & Jute Products,Equity,Commodities,Forest Materials,"Paper, Forest & Jute Products",Jute & Jute Products
542367,Xelpmoc Design and Tech Limited,XELPMOC,Xelpmoc Design and Tech Ltd,Active,T ,10.00,INE01P501012,Software Products,Equity,Information Technology,Information Technology,IT - Software,Software Products
542376,SPA Capital Services Limited,SPACAPS,SPA Capital Services Ltd,Active,XT,10.00,INE726X01014,Other Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services
542377,Aar Shyam India Investment Company Limited,AARSHYAM,Aar Shyam India Investment Company Ltd,Active,XT,10.00,INE512R01010,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
542383,Ritco Logistics Limited,RITCO,Ritco Logistics Ltd,Active,B ,10.00,INE01EG01016,Logistics Solution Provider,Equity,Services,Services,Transport Services,Logistics Solution Provider
542399,Chalet Hotels Limited,CHALET,Chalet Hotels Ltd,Active,A ,10.00,INE427F01016,Hotels & Resorts,Equity,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts
542400,Persistent Systems Limited,PSLBBPH,PSLBBPH,Delisted,P ,10.00,-, ,Equity,-,-,-,-
542409,Cyient Limited,CYIENTBBPH,CYIENTBBPH,Delisted,P ,5.00,-, ,Equity,-,-,-,-
542437,Anmol India Limited,ANMOL,Anmol India Ltd,Active,B ,10.00,INE02AR01019,Trading Coal,Equity,Energy,"Oil, Gas & Consumable Fuels",Consumable Fuels,Trading Coal
542446,Jonjua Overseas Limited,JONJUA,Jonjua Overseas Ltd,Active,M ,10.00,INE793Z01027,Consulting Services,Equity,Services,Services,Commercial Services & Supplies,Consulting Services
542459,Kranti Industries Limited,KRANTI,Kranti Industries Ltd,Active,B ,10.00,INE911T01010,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
542460,The Anup Engineering Ltd,ANUP,The Anup Engineering Ltd,Active,B ,10.00,INE294Z01018,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
542477,Gleam Fabmat Limited,GLEAM,Gleam Fabmat Ltd,Suspended,M ,10.00,INE03CM01014,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
542484,Arvind Fashions Limited,ARVINDFASN,Arvind Fashions Ltd,Active,A ,4.00,INE955V01021,Speciality Retail,Equity,Consumer Discretionary,Consumer Services,Retailing,Speciality Retail
542503,Mahip Industries Limited,MAHIP,Mahip Industries Ltd,Suspended,M ,10.00,INE00CX01017,Packaging,Equity,Industrials,Capital Goods,Industrial Products,Packaging
542513,UTI Mutual Fund,UTISXN50,UTI S&P BSE Sensex Next 50 ETF,Active,A ,1.00,INF789F1AUU3, ,Equity,-,-,-,-
542524,AMBASSADOR INTRA HOLDINGS LIMITED,AIHL,Ambassador Intra Holdings Ltd,Suspended,XT,10.00,INE342U01016,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
542525,Mazda Ltd.,MAZDALTDBP,MAZDALTDBP,Delisted,P ,10.00,-, ,Equity,-,-,-,-
542530,Infosys Ltd,INFYBBPH,INFYBBPH,Delisted,P ,5.00,-, ,Equity,-,-,-,-
542544,Jyot International Marketing Limited,JYOTIN,Jyot International Marketing Ltd,Active,XT,10.00,INE043R01016,Other Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services
542579,Ashapuri Gold Ornament Limited,AGOL,Ashapuri Gold Ornament Ltd,Active,B ,1.00,INE05FR01029,Gems- Jewellery And Watches,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches"
542580,Aartech Solonics Limited,AARTECH,Aartech Solonics Ltd,Active,B ,10.00,INE01C001018,Heavy Electrical Equipment,Equity,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
542592,Humming Bird Education Limited,HBEL,Humming Bird Education Ltd,Active,MT,10.00,INE02PC01019,Education,Equity,Consumer Discretionary,Consumer Services,Other Consumer Services,Education
542597,MSTC Limited,MSTCLTD,MSTC Ltd,Active,A ,10.00,INE255X01014,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
542599,Roopshri Resorts Limited,ROOPSHRI,Roopshri Resorts Ltd,Active,MT,10.00,INE03WT01017,Hotels & Resorts,Equity,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts
542627,Chandni Machines Limited,CHANDNIMACH,Chandni Machines Ltd,Active,X ,10.00,INE01GZ01011,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
542628,Northern Spirits Limited,NSL,Northern Spirits Ltd,Active,M ,10.00,INE01BL01012,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
542641,Cox & Kings Financial Service Limited,CKFSL,Cox & Kings Financial Service Ltd,Suspended,Z ,10.00,INE391Z01012,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
542649,Rail Vikas Nigam Limited,RVNL,Rail Vikas Nigam Ltd,Active,A ,10.00,INE415G01027,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction
542650,Metropolis Healthcare Limited,METROPOLIS,Metropolis Healthcare Ltd,Active,A ,2.00,INE112L01020,Healthcare Service Provider,Equity,Healthcare,Healthcare,Healthcare Services,Healthcare Service Provider
542651,KPIT Technologies Ltd,KPITTECH,KPIT Technologies Ltd,Active,A ,10.00,INE04I401011,Computers - Software & Consulting,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
542652,Polycab India Limited,POLYCAB,Polycab India Ltd,Active,A ,10.00,INE455K01017,Cables - Electricals,Equity,Industrials,Capital Goods,Industrial Products,Cables - Electricals
542653,JINAAM’S DRESS LIMITED,JINAAM,Jinaams Dress Ltd,Delisted,MT,10.00,INE011201014,Garments & Apparels,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels
542654,V R FILMS & STUDIOS LIMITED,VRFILMS,V R Films & Studios Ltd,Active,T ,10.00,INE06LG01010,Film Production- Distribution & Exhibition,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,"Film Production, Distribution & Exhibition"
542655,VIKAS LIFECARE LIMITED,VIKASLIFE,Vikas Lifecare Ltd,Active,T ,1.00,INE161L01027,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
542665,Neogen Chemicals Limited,NEOGEN,Neogen Chemicals Ltd,Active,A ,10.00,INE136S01016,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
542666,G. K. P. Printing & Packaging Limited,GKP,G. K. P. Printing & Packaging Ltd,Active,B ,10.00,INE05QJ01015,Packaging,Equity,Industrials,Capital Goods,Industrial Products,Packaging
542667,White Organic Retail Limited,WORL,White Organic Retail Ltd,Active,T ,10.00,INE06CG01019,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
542668,EVANS ELECTRIC LIMITED,EVANS,Evans Electric Ltd,Active,M ,10.00,INE06TD01010,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
542669,BMW INDUSTRIES LIMITED,BMW,BMW Industries Ltd,Active,B ,1.00,INE374E01021,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
542670,Artemis Electricals and Projects Limited,AEPL,Artemis Electricals and Projects Ltd,Active,B ,1.00,INE757T01025,Other Electrical Equipment,Equity,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment
542677,Mahesh Developers Limited,MAHESH,Mahesh Developers Ltd,Active,Z ,10.00,INE01MO01013,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
542678,Cian Healthcare Limited,CHCL,Cian Healthcare Ltd,Active,MT,10.00,INE05BN01019,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
542679,Dhanashree Electronics Limited,DEL,Dhanashree Electronics Ltd,Active,X ,10.00,INE413F01016,Other Electrical Equipment,Equity,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment
542682,Harish Textile Engineers Limited,HARISH,Harish Textile Engineers Ltd,Active,X ,10.00,INE01K301012,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
542683,Suich Industries Limited,SUICH,Suich Industries Ltd,Delisted,MT,10.00,INE00CU01013,Telecom -  Equipment & Accessories,Equity,Telecommunication,Telecommunication,Telecom -  Equipment & Accessories,Telecom -  Equipment & Accessories
542684,Prakash Pipes Limited,PPL,Prakash Pipes Ltd,Active,B ,10.00,INE050001010,Plastic Products - Industrial,Equity,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial
542685,Digicontent Limited,DGCONTENT,Digicontent Ltd,Active,B ,2.00,INE03JI01017,Advertising & Media Agencies,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Media,Advertising & Media Agencies
542694,Parshva Enterprises Limited,PARSHVA,Parshva Enterprises Ltd,Active,B ,10.00,INE05MV01019,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
542721,Anand Rayons Limited,ARL,Anand Rayons Ltd,Active,B ,10.00,INE02GA01012,Trading - Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Trading - Textile Products
542724,Murae Organisor Limited,MURAE,Murae Organisor Ltd,Active,T ,2.00,INE060601023,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
542725,SBC EXPORTS LIMITED,SBC,SBC Exports Ltd,Active,B ,1.00,INE04AK01028,Garments & Apparels,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels
542726,IndiaMART InterMESH Limited,INDIAMART,IndiaMART InterMESH Ltd,Active,A ,10.00,INE933S01016,Internet & Catalogue Retail,Equity,Consumer Discretionary,Consumer Services,Retailing,Internet & Catalogue Retail
542727,City Pulse Multiplex Limited,CPML,City Pulse Multiplex Ltd,Suspended,MT,10.00,INE056001014,Speciality Retail,Equity,Consumer Discretionary,Consumer Services,Retailing,Speciality Retail
542728,SK International Export Limited,SKIEL,SK International Export Ltd,Active,MT,10.00,INE04ST01013,Gems- Jewellery And Watches,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches"
542729,DCM NOUVELLE LIMITED,DCMNVL,DCM Nouvelle Ltd,Active,B ,10.00,INE08KP01019,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
542730,ICICI Prudential Mutual Fund,BANKIETF,ICICI Prudential Nifty Bank ETF,Active,B ,1.00,INF109KC15I8, ,Equity,-,-,-,-
542747,Nippon India Mutual Fund,SNXT50BEES,Nippon India ETF S&P BSE Sensex Next 50,Active,A ,10.00,INF204KB15D0, ,Equity,-,-,-,-
542752,Affle (India) Limited,AFFLE,Affle (India) Ltd,Active,A ,2.00,INE00WC01027,IT Enabled Services,Equity,Information Technology,Information Technology,IT - Services,IT Enabled Services
542753,SEACOAST SHIPPING SERVICES LIMITED,SEACOAST,Seacoast Shipping Services Ltd,Active,XT,1.00,INE277T01024,Logistics Solution Provider,Equity,Services,Services,Transport Services,Logistics Solution Provider
542758,ICICI Prudential Mutual Fund,PVTBANIETF,ICICI Prudential Nifty Private Bank ETF,Active,B ,1.00,INF109KC18U7, ,Equity,-,-,-,-
542759,Spandana Sphoorty Financial Limited,SPANDANA,Spandana Sphoorty Financial Ltd,Active,A ,10.00,INE572J01011,Microfinance Institutions,Equity,Financial Services,Financial Services,Finance,Microfinance Institutions
542760,STERLING AND WILSON RENEWABLE ENERGY LIMITED,SWSOLAR,Sterling and Wilson Renewable Energy Ltd,Active,A ,1.00,INE00M201021,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction
542770,Alphalogic Techsys Limited,ALPHALOGIC,Alphalogic Techsys Ltd,Active,T ,5.00,INE08E401029,Computers - Software & Consulting,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
542771,Novateor Research Laboratories Limited,NOVATEOR,Novateor Research Laboratories Ltd,Active,MT,10.00,INE08JY01013,Personal Care,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Personal Products,Personal Care
542772,360 ONE WAM LIMITED,360ONE,360 ONE WAM LTD,Active,A ,1.00,INE466L01038,Stockbroking & Allied,Equity,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied
542773,IIFL Securities Limited,IIFLSEC,IIFL Securities Ltd,Active,B ,2.00,INE489L01022,Stockbroking & Allied,Equity,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied
542774,MUFIN GREEN FINANCE LIMITED,MUFIN,Mufin Green Finance Ltd,Active,B ,1.00,INE08KJ01020,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
542801,Misquita Engineering Limited,MISQUITA,Misquita Engineering Ltd,Active,M ,10.00,INE957W01025,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
542802,Galactico Corporate Services Limited,GALACTICO,Galactico Corporate Services Ltd,Active,B ,1.00,INE906Y01028,Diversified,Equity,Diversified,Diversified,Diversified,Diversified
542803,Vaxfab Enterprises Limited,VEL,Vaxfab Enterprises Ltd,Active,XT,10.00,INE560T01015,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
542804,Nippon India Mutual Fund,NIESSPJ,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - DIVIDEND PLANDIVIDEND PAYOUT,Active,B ,10.00,INF204KB12F2, ,Equity,-,-,-,-
542805,Nippon India Mutual Fund,NIESSPI,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - DIRECT QUARTERLY DIVIDEND PLAN REINVESTMENT,Active,B ,10.00,INF204KB13E3, ,Equity,-,-,-,-
542806,Nippon India Mutual Fund,NIESSPB,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - DIRECT BONUS PLAN BONUS,Active,B ,10.00,INF204KB10E9, ,Equity,-,-,-,-
542807,Nippon India Mutual Fund,NIESSPO,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - QUARTERLY DIVIDEND PLANDIVIDEND PAYOUT,Active,B ,10.00,INF204KB10F6, ,Equity,-,-,-,-
542808,Nippon India Mutual Fund,NIESSPC,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - DIRECT DIVIDEND PLAN DIVIDEND PAYOUT,Active,B ,10.00,INF204KB14E1, ,Equity,-,-,-,-
542809,Nippon India Mutual Fund,NIESSPP,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - QUARTERLY DIVIDEND PLAN REINVESTMENT,Active,B ,10.00,INF204KB11F4, ,Equity,-,-,-,-
542810,Nippon India Mutual Fund,NIESSPA,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - BONUS PLANBONUS,Active,B ,10.00,INF204KB18E2, ,Equity,-,-,-,-
542811,Nippon India Mutual Fund,NIESSPG,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - DIRECT MONTHLY DIVIDEND PLAN REINVESTMENT,Active,B ,10.00,INF204KB17E4, ,Equity,-,-,-,-
542812,Gujarat Fluorochemicals Limited,FLUOROCHEM,Gujarat Fluorochemicals Ltd,Active,A ,1.00,INE09N301011,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
542813,Nippon India Mutual Fund,NIEHSPA,NIPPON INDIA EQUITY HYBRID FUND - SEGREGATED PORTFOLIO 1- DIRECT DIVIDEND PLAN REINVESTMENT,Active,B ,10.00,INF204KB10G4, ,Equity,-,-,-,-
542814,Nippon India Mutual Fund,NIEHSPB,NIPPON INDIA EQUITY HYBRID FUND - SEGREGATED PORTFOLIO 1 - DIRECT MONTHLY DIVIDEND PLAN DIVIDEND PAYOUT,Active,B ,10.00,INF204KB11G2, ,Equity,-,-,-,-
542815,Nippon India Mutual Fund,NIEHSPC,NIPPON INDIA EQUITY HYBRID FUND - SEGREGATED PORTFOLIO 1 - DIRECT MONTHLY DIVIDEND PLAN REINVESTMENT,Active,B ,10.00,INF204KB12G0, ,Equity,-,-,-,-
542816,Nippon India Mutual Fund,NIEHSPF,NIPPON INDIA EQUITY HYBRID FUND - SEGREGATED PORTFOLIO 1 - QUARTERLY DIVIDEND PLAN REINVESTMENT,Active,B ,10.00,INF204KB15G3, ,Equity,-,-,-,-
542817,Nippon India Mutual Fund,NIEHSPI,NIPPON INDIA EQUITY HYBRID FUND - SEGREGATED PORTFOLIO 1 - DIRECT QUARTERLY DIVIDEND PLAN DIVIDEND PAYOUT,Active,B ,10.00,INF204KB17F1, ,Equity,-,-,-,-
542818,Nippon India Mutual Fund,NIEHSPK,NIPPON INDIA EQUITY HYBRID FUND - SEGREGATED PORTFOLIO 1 - DIRECT QUARTERLY DIVIDEND PLAN REINVESTMENT,Active,B ,10.00,INF204KB18F9, ,Equity,-,-,-,-
542819,Nippon India Mutual Fund,NIEHSPM,NIPPON INDIA EQUITY HYBRID FUND - SEGREGATED PORTFOLIO 1 - DIRECT DIVIDEND PLAN DIVIDEND PAYOUT,Active,B ,10.00,INF204KB19F7, ,Equity,-,-,-,-
542820,Nippon India Mutual Fund,NIEHSPN,NIPPON INDIA EQUITY HYBRID FUND - SEGREGATED PORTFOLIO 1 - MONTHLY DIVIDEND PLAN REINVESTMENT,Active,B ,10.00,INF204KB19G5, ,Equity,-,-,-,-
542830,Indian Railway Catering & Tourism Corporation Ltd,IRCTC,Indian Railway Catering and Tourism Corporation Ltd,Active,A ,2.00,INE335Y01020,"Tour, Travel Related Services",Equity,Consumer Discretionary,Consumer Services,Leisure Services,"Tour, Travel Related Services"
542836,Nippon India Mutual Fund,NIESSPD,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - DIRECT DIVIDEND PLAN REINVESTMENT,Active,B ,10.00,INF204KB15E8, ,Equity,-,-,-,-
542837,Nippon India Mutual Fund,NIESSPE,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - DIRECT GROWTH PLAN GROWTH,Active,B ,10.00,INF204KB11E7, ,Equity,-,-,-,-
542838,Nippon India Mutual Fund,NIESSPF,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - DIRECT MONTHLY DIVIDEND PLAN DIVIDEND PAYOUT,Active,B ,10.00,INF204KB16E6, ,Equity,-,-,-,-
542839,Nippon India Mutual Fund,NIEHSPD,NIPPON INDIA EQUITY HYBRID FUND - SEGREGATED PORTFOLIO 1 - GROWTH PLAN GROWTH,Active,B ,10.00,INF204KB13G8, ,Equity,-,-,-,-
542840,Nippon India Mutual Fund,NIESSPH,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - DIRECT QUARTERLY DIVIDEND PLAN DIVIDEND PAYOUT,Active,B ,10.00,INF204KB12E5, ,Equity,-,-,-,-
542841,Nippon India Mutual Fund,NIEHSPE,NIPPON INDIA EQUITY HYBRID FUND - SEGREGATED PORTFOLIO 1 - QUARTERLY DIVIDEND PLAN DIVIDEND PAYOUT,Active,B ,10.00,INF204KB14G6, ,Equity,-,-,-,-
542842,Nippon India Mutual Fund,NIESSPK,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - DIVIDEND PLAN REINVESTMENT,Active,B ,10.00,INF204KB13F0, ,Equity,-,-,-,-
542843,Nippon India Mutual Fund,NIEHSPG,NIPPON INDIA EQUITY HYBRID FUND - SEGREGATED PORTFOLIO 1 - DIRECT GROWTH PLAN GROWTH,Active,B ,10.00,INF204KB16F3, ,Equity,-,-,-,-
542844,Nippon India Mutual Fund,NIEHSPH,NIPPON INDIA EQUITY HYBRID FUND - SEGREGATED PORTFOLIO 1 - DIVIDEND PLAN DIVIDEND PAYOUT,Active,B ,10.00,INF204KB16G1, ,Equity,-,-,-,-
542845,Nippon India Mutual Fund,NIEHSPJ,NIPPON INDIA EQUITY HYBRID FUND - SEGREGATED PORTFOLIO 1 - DIVIDEND PLAN REINVESTMENT,Active,B ,10.00,INF204KB17G9, ,Equity,-,-,-,-
542846,Nippon India Mutual Fund,NIEHSPL,NIPPON INDIA EQUITY HYBRID FUND - SEGREGATED PORTFOLIO 1 - MONTHLY DIVIDEND PLAN DIVIDEND PAYOUT,Active,B ,10.00,INF204KB18G7, ,Equity,-,-,-,-
542847,Nippon India Mutual Fund,NIESSPL,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - GROWTH PLAN GROWTH,Active,B ,10.00,INF204KB19E0, ,Equity,-,-,-,-
542848,Nippon India Mutual Fund,NIESSPM,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - MONTHLY DIVIDEND PLANDIVIDEND PAYOUT,Active,B ,10.00,INF204KB14F8, ,Equity,-,-,-,-
542849,Nippon India Mutual Fund,NIESSPN,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - MONTHLY DIVIDEND PLAN REINVESTMENT,Active,B ,10.00,INF204KB15F5, ,Equity,-,-,-,-
542850,GOBLIN INDIA LIMITED,GOBLIN,Goblin India Ltd,Active,MT,10.00,INE492Z01018,Gems- Jewellery And Watches,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches"
542851,Gensol Engineering Limited,GENSOL,Gensol Engineering Ltd,Active,B ,10.00,INE06H201014,Consulting Services,Equity,Services,Services,Commercial Services & Supplies,Consulting Services
542852,Vishwaraj Sugar Industries Limited,VISHWARAJ,Vishwaraj Sugar Industries Ltd,Active,B ,2.00,INE430N01022,Sugar,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar
542857,Greenpanel Industries Limited,GREENPANEL,Greenpanel Industries Ltd,Active,A ,1.00,INE08ZM01014,Plywood Boards/ Laminates,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Plywood Boards/ Laminates
542862,Shahlon Silk Industries Limited,SHAHLON,Shahlon Silk Industries Ltd,Active,XT,2.00,INE052001026,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
542863,Aditya Birla Sun Life Mutual Fund,ABSLBANETF,Aditya Birla Sun Life Nifty Bank ETF,Active,B ,1.00,INF209KB17D5, ,Equity,-,-,-,-
542864,MOUNT HOUSING AND INFRASTRUCTURE LIMITED,MOUNT,Mount Housing and Infrastructure Ltd,Active,XT,10.00,INE444X01014,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
542865,Anuroop Packaging Limited,ANUROOP,Anuroop Packaging Ltd,Active,B ,10.00,INE490Z01012,Packaging,Equity,Industrials,Capital Goods,Industrial Products,Packaging
542866,COLAB CLOUD PLATFORMS LIMITED,COLABCLOUD,Colab Cloud Platforms Ltd,Active,XT,2.00,INE317W01022,Other Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services
