SYMBOL,NAME OF COMPANY, SERIES, DATE OF LISTING, PAID UP VALUE, MARKET LOT, ISIN NUMBER, FACE VALUE
RUSTOMJEE,Keystone Realtors Limited,EQ,24-NOV-2022,10,1,INE263M01029,10
RVHL,Ravinder Heights Limited,BE,18-DEC-2020,1,1,INE09E501017,1
RVNL,Rail Vikas Nigam Limited,EQ,11-APR-2019,10,1,INE415G01027,10
S&SPOWER,S&S Power Switchgears Limited,BE,27-SEP-1995,10,1,INE902B01017,10
SABEVENTS,Sab Events & Governance Now Media Limited,BE,15-SEP-2016,10,1,INE860T01019,10
SABTNL,Sri Adhikari Brothers Television Network Limited,EQ,01-APR-2024,10,1,INE416A01044,10
SADBHAV,Sadbhav Engineering Limited,EQ,01-MAR-2006,1,1,INE226H01026,1
SADBHIN,Sadbhav Infrastructure Project Limited,BE,16-SEP-2015,10,1,INE764L01010,10
SADHNANIQ,Sadhana Nitrochem Limited,EQ,05-MAY-2023,1,1,INE888C01040,1
SAFARI,Safari Industries (India) Limited,EQ,12-SEP-2019,2,1,INE429E01023,2
SAGARDEEP,Sagardeep Alloys Limited,BE,25-JAN-2019,10,1,INE976T01013,10
SAGCEM,Sagar Cements Limited,EQ,29-JAN-2007,2,1,INE229C01021,2
SAH,Sah Polymers Limited,EQ,12-JAN-2023,10,1,INE035801013,10
SAHYADRI,Sahyadri Industries Limited,EQ,06-APR-2023,10,1,INE280H01015,10
SAIL,Steel Authority of India Limited,EQ,06-JUL-1995,10,1,INE114A01011,10
SAKAR,Sakar Healthcare Limited,EQ,11-APR-2019,10,1,INE732S01012,10
SAKHTISUG,Sakthi Sugars Limited,EQ,06-SEP-1995,10,1,INE623A01011,10
SAKSOFT,Saksoft Limited,EQ,09-MAY-2005,1,1,INE667G01023,1
SAKUMA,Sakuma Exports Limited,EQ,08-MAR-2006,1,1,INE190H01024,1
SALASAR,Salasar Techno Engineering Limited,EQ,25-JUL-2017,1,1,INE170V01027,1
SALONA,Salona Cotspin Limited,EQ,16-JUN-2016,10,1,INE498E01010,10
SALSTEEL,S.A.L. Steel Limited,BE,24-NOV-2004,10,1,INE658G01014,10
SALZERELEC,Salzer Electronics Limited,EQ,02-DEC-2015,10,1,INE457F01013,10
SAMBHAAV,Sambhaav Media Limited,BE,05-JUN-1996,1,1,INE699B01027,1
SAMHI,Samhi Hotels Limited,EQ,22-SEP-2023,1,1,INE08U801020,1
SAMPANN,Sampann Utpadan India Limited,BE,27-JUL-2012,10,1,INE735M01018,10
SANDESH,The Sandesh Limited,EQ,26-NOV-2002,10,1,INE583B01015,10
SANDHAR,Sandhar Technologies Limited,EQ,02-APR-2018,10,1,INE278H01035,10
SANDUMA,Sandur Manganese & Iron Ores Limited,EQ,07-SEP-2023,10,1,INE149K01016,10
SANGAMIND,Sangam (India) Limited,EQ,17-JUL-1996,10,1,INE495C01010,10
SANGHIIND,Sanghi Industries Limited,EQ,10-MAY-1995,10,1,INE999B01013,10
SANGHVIMOV,Sanghvi Movers Limited,EQ,24-JAN-2007,2,1,INE989A01024,2
SANGINITA,Sanginita Chemicals Limited,BE,15-JUL-2019,10,1,INE753W01010,10
SANOFI,Sanofi India Limited,EQ,19-MAY-2003,10,1,INE058A01010,10
SANSERA,Sansera Engineering Limited,EQ,24-SEP-2021,2,1,INE953O01021,2
SAPPHIRE,Sapphire Foods India Limited,EQ,18-NOV-2021,10,1,INE806T01012,10
SARDAEN,Sarda Energy & Minerals Limited,EQ,03-DEC-2009,1,1,INE385C01021,1
SAREGAMA,Saregama India Limited,EQ,30-JUL-1997,1,1,INE979A01025,1
SARLAPOLY,Sarla Performance Fibers Limited,EQ,19-JAN-2007,1,1,INE453D01025,1
SARVESHWAR,Sarveshwar Foods Limited,BE,08-DEC-2022,1,1,INE324X01026,1
SASKEN,Sasken Technologies Limited,EQ,09-SEP-2005,10,1,INE231F01020,10
SASTASUNDR,Sastasundar Ventures Limited,EQ,05-OCT-2010,10,1,INE019J01013,10
SATIA,Satia Industries Limited,EQ,17-JUL-2019,1,1,INE170E01023,1
SATIN,Satin Creditcare Network Limited,EQ,26-AUG-2015,10,1,INE836B01017,10
SATINDLTD,Sat Industries Limited,EQ,21-NOV-2022,2,1,INE065D01027,2
SAURASHCEM,Saurashtra Cement Limited,EQ,27-FEB-2024,10,1,INE626A01014,10
SBC,SBC Exports Limited,EQ,23-NOV-2021,1,1,INE04AK01028,1
SBCL,Shivalik Bimetal Controls Limited,EQ,24-JUN-2021,2,1,INE386D01027,2
SBFC,SBFC Finance Limited,EQ,16-AUG-2023,10,1,INE423Y01016,10
SBGLP,Suratwwala Business Group Limited,EQ,10-FEB-2023,1,1,INE05ST01028,1
SBICARD,SBI Cards and Payment Services Limited,EQ,16-MAR-2020,10,1,INE018E01016,10
SBILIFE,SBI Life Insurance Company Limited,EQ,03-OCT-2017,10,1,INE123W01016,10
SBIN,State Bank of India,EQ,01-MAR-1995,1,1,INE062A01020,1
SCHAEFFLER,Schaeffler India Limited,EQ,29-NOV-2000,2,1,INE513A01022,2
SCHAND,S Chand And Company Limited,EQ,09-MAY-2017,5,1,INE807K01035,5
SCHNEIDER,Schneider Electric Infrastructure Limited,BE,20-MAR-2012,2,1,INE839M01018,2
SCI,Shipping Corporation Of India Limited,EQ,13-AUG-1997,10,1,INE109A01011,10
SCILAL,Shipping Corporation of India Land and Assets Limited,EQ,19-MAR-2024,10,1,INE0PB301013,10
SCPL,Sheetal Cool Products Limited,EQ,22-NOV-2022,10,1,INE501Y01019,10
SDBL,Som Distilleries & Breweries Limited,EQ,18-MAR-2014,5,1,INE480C01020,5
SEAMECLTD,Seamec Limited,BE,28-JUN-1995,10,1,INE497B01018,10
SECMARK,SecMark Consultancy Limited,EQ,16-OCT-2023,10,1,INE0BTM01013,10
SECURCRED,SecUR Credentials Limited,EQ,17-OCT-2022,10,1,INE195Y01010,10
SECURKLOUD,SECUREKLOUD TECHNOLOGIES LIMITED,BE,29-JAN-2014,5,1,INE650K01021,5
SEJALLTD,Sejal Glass Limited,BE,13-DEC-2021,10,1,INE955I01044,10
SELAN,Selan Exploration Technology Limited,EQ,26-SEP-2006,10,1,INE818A01017,10
SELMC,SEL Manufacturing Company Limited,EQ,26-OCT-2021,10,1,INE105I01020,10
SEMAC,SEMAC CONSULTANTS LIMITED,EQ,11-AUG-2005,10,1,INE617A01013,10
SENCO,Senco Gold Limited,EQ,14-JUL-2023,10,1,INE602W01019,10
SEPC,SEPC Limited,EQ,20-FEB-2008,10,1,INE964H01014,10
SEQUENT,Sequent Scientific Limited,EQ,10-MAR-2016,2,1,INE807F01027,2
SERVOTECH,Servotech Power Systems Limited,EQ,02-SEP-2021,1,1,INE782X01033,1
SESHAPAPER,Seshasayee Paper and Boards Limited,EQ,29-MAR-1995,2,1,INE630A01024,2
SETCO,Setco Automotive Limited,EQ,01-JUL-2016,2,1,INE878E01021,2
SEYAIND,Seya Industries Limited,BE,11-JUL-2019,10,1,INE573R01012,10
SFL,Sheela Foam Limited,EQ,09-DEC-2016,5,1,INE916U01025,5
